ward,district,city
tân_khánh,phú_bình,thái_nguyên
đào xá,phú_bình,thái_nguyên
tân_kim,phú_bình,thái_nguyên
tân_thành,phú_bình,thái_nguyên
tân_hoà,phú_bình,thái_nguyên
điềm thuỵ,phú_bình,thái_nguyên
nga my,phú_bình,thái_nguyên
hà_châu,phú_bình,thái_nguyên
tân_đức,phú_bình,thái_nguyên
lương phú,phú_bình,thái_nguyên
kha_sơn,phú_bình,thái_nguyên
thanh ninh,phú_bình,thái_nguyên
dương_thành,phú_bình,thái_nguyên
vĩnh trại,lạng_sơn,lạng_sơn
đông kinh,lạng_sơn,lạng_sơn
mai pha,lạng_sơn,lạng_sơn
yên trạch,cao_lộc,lạng_sơn
chi_lăng,lạng_sơn,lạng_sơn
quảng lạc,lạng_sơn,lạng_sơn
tam thanh,lạng_sơn,lạng_sơn
hoàng đồng,lạng_sơn,lạng_sơn
hoàng_văn thụ,lạng_sơn,lạng_sơn
cao_lộc,cao_lộc,lạng_sơn
hợp_thành,cao_lộc,lạng_sơn
gia cát,cao_lộc,lạng_sơn
tân_liên,cao_lộc,lạng_sơn
khánh_long,tràng_định,lạng_sơn
đoàn_kết,tràng_định,lạng_sơn
cao_minh,tràng_định,lạng_sơn
quốc_khánh,tràng_định,lạng_sơn
tri_phương,tràng_định,lạng_sơn
đội_cấn,tràng_định,lạng_sơn
tân_tiến,tràng_định,lạng_sơn
tân_yên,tràng_định,lạng_sơn
kim_đồng,tràng_định,lạng_sơn
tân_minh,tràng_định,lạng_sơn
trung_thành,tràng_định,lạng_sơn
kháng_chiến,tràng_định,lạng_sơn
chí_minh,tràng_định,lạng_sơn
chi_lăng,tràng_định,lạng_sơn
thất khê,tràng_định,lạng_sơn
đề thám,tràng_định,lạng_sơn
hùng_sơn,tràng_định,lạng_sơn
hùng việt,tràng_định,lạng_sơn
đào viên,tràng_định,lạng_sơn
quốc_việt,tràng_định,lạng_sơn
hưng đạo,bình_gia,lạng_sơn
hoa thám,bình_gia,lạng_sơn
vĩnh_yên,bình_gia,lạng_sơn
quý_hoà,bình_gia,lạng_sơn
hồng phong,bình_gia,lạng_sơn
minh khai,bình_gia,lạng_sơn
yên lỗ,bình_gia,lạng_sơn
thiện_hoà,bình_gia,lạng_sơn
quang_trung,bình_gia,lạng_sơn
thiện thuật,bình_gia,lạng_sơn
thiện_long,bình_gia,lạng_sơn
hoà_bình,bình_gia,lạng_sơn
tân_hoà,bình_gia,lạng_sơn
hoàng_văn thụ,bình_gia,lạng_sơn
mông_ân,bình_gia,lạng_sơn
bình_gia,bình_gia,lạng_sơn
hồng thái,bình_gia,lạng_sơn
bình la,bình_gia,lạng_sơn
tân_văn,bình_gia,lạng_sơn
na sầm,_văn lãng,lạng_sơn
bắc_hùng,_văn lãng,lạng_sơn
hoàng việt,_văn lãng,lạng_sơn
trùng_khánh,_văn lãng,lạng_sơn
thuỵ_hùng,_văn lãng,lạng_sơn
thanh_long,_văn lãng,lạng_sơn
hội hoan,_văn lãng,lạng_sơn
gia miễn,_văn lãng,lạng_sơn
bắc la,_văn lãng,lạng_sơn
tân_tác,_văn lãng,lạng_sơn
bắc việt,_văn lãng,lạng_sơn
thành_hoà,_văn lãng,lạng_sơn
tân_thanh,_văn lãng,lạng_sơn
tân_mỹ,_văn lãng,lạng_sơn
hồng thái,_văn lãng,lạng_sơn
hoàng_văn thụ,_văn lãng,lạng_sơn
nhạc kỳ,_văn lãng,lạng_sơn
đồng_đăng,cao_lộc,lạng_sơn
bảo_lâm,cao_lộc,lạng_sơn
hồng phong,cao_lộc,lạng_sơn
thuỵ_hùng,cao_lộc,lạng_sơn
phú xá,cao_lộc,lạng_sơn
cao_lâu,cao_lộc,lạng_sơn
xuất lễ,cao_lộc,lạng_sơn
mẫu_sơn,cao_lộc,lạng_sơn
thanh loà,cao_lộc,lạng_sơn
thạch đạn,cao_lộc,lạng_sơn
lộc yên,cao_lộc,lạng_sơn
hải_yến,cao_lộc,lạng_sơn
hoà cư,cao_lộc,lạng_sơn
công_sơn,cao_lộc,lạng_sơn
văn_quan,văn_quan,lạng_sơn
hoà_bình,văn_quan,lạng_sơn
tú xuyên,văn_quan,lạng_sơn
trấn ninh,văn_quan,lạng_sơn
liên hội,văn_quan,lạng_sơn
điềm he,văn_quan,lạng_sơn
khánh khê,văn_quan,lạng_sơn
bình_trung,cao_lộc,lạng_sơn
xuân_long,cao_lộc,lạng_sơn
an_sơn,văn_quan,lạng_sơn
bình phúc,văn_quan,lạng_sơn
yên phúc,văn_quan,lạng_sơn
lương năng,văn_quan,lạng_sơn
tri lễ,văn_quan,lạng_sơn
hữu lễ,văn_quan,lạng_sơn
tân_thành,cao_lộc,lạng_sơn
tân_đoàn,văn_quan,lạng_sơn
tràng phái,văn_quan,lạng_sơn
bắc_sơn,bắc_sơn,lạng_sơn
long đống,bắc_sơn,lạng_sơn
bắc quỳnh,bắc_sơn,lạng_sơn
vạn thuỷ,bắc_sơn,lạng_sơn
đồng_ý,bắc_sơn,lạng_sơn
tân_tri,bắc_sơn,lạng_sơn
hưng_vũ,bắc_sơn,lạng_sơn
trấn_yên,bắc_sơn,lạng_sơn
vũ_sơn,bắc_sơn,lạng_sơn
chiến_thắng,bắc_sơn,lạng_sơn
vũ lễ,bắc_sơn,lạng_sơn
tân_lập,bắc_sơn,lạng_sơn
chiêu_vũ,bắc_sơn,lạng_sơn
tân_hương,bắc_sơn,lạng_sơn
vũ lăng,bắc_sơn,lạng_sơn
nhất_hoà,bắc_sơn,lạng_sơn
tân_thành,bắc_sơn,lạng_sơn
nhất tiến,bắc_sơn,lạng_sơn
hữu_lũng,hữu_lũng,lạng_sơn
đồng tân,hữu_lũng,lạng_sơn
hồ_sơn,hữu_lũng,lạng_sơn
yên_bình,hữu_lũng,lạng_sơn
quyết_thắng,hữu_lũng,lạng_sơn
hoà_bình,hữu_lũng,lạng_sơn
hữu liên,hữu_lũng,lạng_sơn
yên thịnh,hữu_lũng,lạng_sơn
minh tiến,hữu_lũng,lạng_sơn
nhật tiến,hữu_lũng,lạng_sơn
vân nham,hữu_lũng,lạng_sơn
yên_sơn,hữu_lũng,lạng_sơn
yên vượng,hữu_lũng,lạng_sơn
cai kinh,hữu_lũng,lạng_sơn
thiện tân,hữu_lũng,lạng_sơn
thanh_sơn,hữu_lũng,lạng_sơn
đồng tiến,hữu_lũng,lạng_sơn
hoà lạc,hữu_lũng,lạng_sơn
tân_thành,hữu_lũng,lạng_sơn
hoà_sơn,hữu_lũng,lạng_sơn
minh_sơn,hữu_lũng,lạng_sơn
minh_hoà,hữu_lũng,lạng_sơn
hoà thắng,hữu_lũng,lạng_sơn
đồng mỏ,chi_lăng,lạng_sơn
chi_lăng,chi_lăng,lạng_sơn
chi_lăng,chi_lăng,lạng_sơn
gia_lộc,chi_lăng,lạng_sơn
bằng_hữu,chi_lăng,lạng_sơn
thượng_cường,chi_lăng,lạng_sơn
bằng mạc,chi_lăng,lạng_sơn
vân an,chi_lăng,lạng_sơn
vân thuỷ,chi_lăng,lạng_sơn
chiến_thắng,chi_lăng,lạng_sơn
liên_sơn,chi_lăng,lạng_sơn
bắc thuỷ,chi_lăng,lạng_sơn
mai sao,chi_lăng,lạng_sơn
nhân lý,chi_lăng,lạng_sơn
lâm_sơn,chi_lăng,lạng_sơn
vạn linh,chi_lăng,lạng_sơn
hoà_bình,chi_lăng,lạng_sơn
y tịch,chi_lăng,lạng_sơn
hữu kiên,chi_lăng,lạng_sơn
quan_sơn,chi_lăng,lạng_sơn
na dương,lộc_bình,lạng_sơn
tú đoạn,lộc_bình,lạng_sơn
đông quan,lộc_bình,lạng_sơn
lộc_bình,lộc_bình,lạng_sơn
khánh xuân,lộc_bình,lạng_sơn
hữu khánh,lộc_bình,lạng_sơn
đồng bục,lộc_bình,lạng_sơn
mẫu_sơn,lộc_bình,lạng_sơn
yên khoái,lộc_bình,lạng_sơn
tú mịch,lộc_bình,lạng_sơn
tam gia,lộc_bình,lạng_sơn
khuất xá,lộc_bình,lạng_sơn
thống_nhất,lộc_bình,lạng_sơn
minh hiệp,lộc_bình,lạng_sơn
hữu lân,lộc_bình,lạng_sơn
sàn viên,lộc_bình,lạng_sơn
lợi bác,lộc_bình,lạng_sơn
nam quan,lộc_bình,lạng_sơn
xuân dương,lộc_bình,lạng_sơn
ái_quốc,lộc_bình,lạng_sơn
đình_lập,đình_lập,lạng_sơn
bính xá,đình_lập,lạng_sơn
đình_lập,đình_lập,lạng_sơn
nông_trường thái_bình,đình_lập,lạng_sơn
thái_bình,đình_lập,lạng_sơn
lâm ca,đình_lập,lạng_sơn
bắc xa,đình_lập,lạng_sơn
kiên mộc,đình_lập,lạng_sơn
_cường lợi,đình_lập,lạng_sơn
châu_sơn,đình_lập,lạng_sơn
đồng thắng,đình_lập,lạng_sơn
bắc lãng,đình_lập,lạng_sơn
hà phong,hạ_long,quảng_ninh
hà tu,hạ_long,quảng_ninh
hà khánh,hạ_long,quảng_ninh
cao xanh,hạ_long,quảng_ninh
hà khẩu,hạ_long,quảng_ninh
giếng đáy,hạ_long,quảng_ninh
việt_hưng,hạ_long,quảng_ninh
bãi cháy,hạ_long,quảng_ninh
hùng thắng,hạ_long,quảng_ninh
hà_trung,hạ_long,quảng_ninh
hà lầm,hạ_long,quảng_ninh
cao thắng,hạ_long,quảng_ninh
trần_hưng đạo,hạ_long,quảng_ninh
hồng gai,hạ_long,quảng_ninh
bạch đằng,hạ_long,quảng_ninh
hồng_hải,hạ_long,quảng_ninh
hồng_hà,hạ_long,quảng_ninh
tuần_châu,hạ_long,quảng_ninh
đại yên,hạ_long,quảng_ninh
ka_long,móng_cái,quảng_ninh
ninh dương,móng_cái,quảng_ninh
vạn_ninh,móng_cái,quảng_ninh
trần phú,móng_cái,quảng_ninh
trà cổ,móng_cái,quảng_ninh
hải_hoà,móng_cái,quảng_ninh
hải xuân,móng_cái,quảng_ninh
bình_ngọc,móng_cái,quảng_ninh
hải đông,móng_cái,quảng_ninh
hải yên,móng_cái,quảng_ninh
mông dương,cẩm_phả,quảng_ninh
dương huy,cẩm_phả,quảng_ninh
quang hanh,cẩm_phả,quảng_ninh
cẩm_thuỷ,cẩm_phả,quảng_ninh
cẩm_thạch,cẩm_phả,quảng_ninh
cửa_ông,cẩm_phả,quảng_ninh
cẩm_sơn,cẩm_phả,quảng_ninh
cẩm phú,cẩm_phả,quảng_ninh
cẩm thịnh,cẩm_phả,quảng_ninh
cẩm đông,cẩm_phả,quảng_ninh
cẩm tây,cẩm_phả,quảng_ninh
cẩm_thành,cẩm_phả,quảng_ninh
cẩm_trung,cẩm_phả,quảng_ninh
cẩm bình,cẩm_phả,quảng_ninh
thanh_sơn,uông_bí,quảng_ninh
quang_trung,uông_bí,quảng_ninh
trưng vương,uông_bí,quảng_ninh
yên thanh,uông_bí,quảng_ninh
vàng danh,uông_bí,quảng_ninh
bắc_sơn,uông_bí,quảng_ninh
nam khê,uông_bí,quảng_ninh
thượng yên công,uông_bí,quảng_ninh
phương đông,uông_bí,quảng_ninh
phương nam,uông_bí,quảng_ninh
hoành_bồ,hạ_long,quảng_ninh
đồng lâm,hạ_long,quảng_ninh
sơn_dương,hạ_long,quảng_ninh
lê_lợi,hạ_long,quảng_ninh
mạo khê,đông_triều,quảng_ninh
xuân_sơn,đông_triều,quảng_ninh
yên thọ,đông_triều,quảng_ninh
kim_sơn,đông_triều,quảng_ninh
tràng lương,đông_triều,quảng_ninh
bình khê,đông_triều,quảng_ninh
tràng an,đông_triều,quảng_ninh
an_sinh,đông_triều,quảng_ninh
việt dân,đông_triều,quảng_ninh
bình_dương,đông_triều,quảng_ninh
đức chính,đông_triều,quảng_ninh
nguyễn_huệ,đông_triều,quảng_ninh
thuỷ an,đông_triều,quảng_ninh
hồng phong,đông_triều,quảng_ninh
hưng đạo,đông_triều,quảng_ninh
hồng thái tây,đông_triều,quảng_ninh
hồng thái đông,đông_triều,quảng_ninh
hoàng quế,đông_triều,quảng_ninh
yên đức,đông_triều,quảng_ninh
quảng yên,thị_xã quảng yên,quảng_ninh
tiền an,quảng yên,quảng_ninh
yên_giang,quảng yên,quảng_ninh
đông mai,thị_xã quảng yên,quảng_ninh
minh_thành,quảng yên,quảng_ninh
sông khoai,thị_xã quảng yên,quảng_ninh
hiệp_hoà,quảng yên,quảng_ninh
cộng_hoà,quảng yên,quảng_ninh
hoàng tân,thị_xã quảng yên,quảng_ninh
tân_an,quảng yên,quảng_ninh
hà an,quảng yên,quảng_ninh
liên_hoà,quảng yên,quảng_ninh
phong_hải,thị_xã quảng yên,quảng_ninh
liên vị,quảng yên,quảng_ninh
tiền_phong,quảng yên,quảng_ninh
nam_hoà,thị_xã quảng yên,quảng_ninh
cẩm la,quảng yên,quảng_ninh
yên_hải,quảng yên,quảng_ninh
phong cốc,quảng yên,quảng_ninh
hải_sơn,móng_cái,quảng_ninh
bắc_sơn,móng_cái,quảng_ninh
hải tiến,móng_cái,quảng_ninh
quảng nghĩa,móng_cái,quảng_ninh
vĩnh_trung,móng_cái,quảng_ninh
vĩnh thực,móng_cái,quảng_ninh
hải_hoà,cẩm_phả,quảng_ninh
hải lạng,tiên_yên,quảng_ninh
bình_liêu,bình_liêu,quảng_ninh
vô ngại,bình_liêu,quảng_ninh
húc động,bình_liêu,quảng_ninh
hoành mô,bình_liêu,quảng_ninh
đồng_văn,bình_liêu,quảng_ninh
đồng_tâm,bình_liêu,quảng_ninh
lục hồn,bình_liêu,quảng_ninh
tiên_yên,tiên_yên,quảng_ninh
đại dực,tiên_yên,quảng_ninh
phong dụ,tiên_yên,quảng_ninh
đông ngũ,tiên_yên,quảng_ninh
yên than,tiên_yên,quảng_ninh
tiên_lãng,tiên_yên,quảng_ninh
hà lâu,tiên_yên,quảng_ninh
điền xá,tiên_yên,quảng_ninh
đông_hải,tiên_yên,quảng_ninh
đồng rui,tiên_yên,quảng_ninh
đầm_hà,đầm_hà,quảng_ninh
tân_bình,đầm_hà,quảng_ninh
đầm_hà,đầm_hà,quảng_ninh
tân_lập,đầm_hà,quảng_ninh
đại bình,đầm_hà,quảng_ninh
quảng lâm,đầm_hà,quảng_ninh
quảng an,đầm_hà,quảng_ninh
dực yên,đầm_hà,quảng_ninh
quảng tân,đầm_hà,quảng_ninh
quảng_hà,hải_hà,quảng_ninh
quảng_minh,hải_hà,quảng_ninh
quảng chính,hải_hà,quảng_ninh
quảng_long,hải_hà,quảng_ninh
quảng phong,hải_hà,quảng_ninh
quảng đức,hải_hà,quảng_ninh
quảng_thành,hải_hà,quảng_ninh
quảng thịnh,hải_hà,quảng_ninh
quảng_sơn,hải_hà,quảng_ninh
đường hoa,hải_hà,quảng_ninh
cái chiên,hải_hà,quảng_ninh
ba_chẽ,ba_chẽ,quảng_ninh
thanh_sơn,ba_chẽ,quảng_ninh
nam_sơn,ba_chẽ,quảng_ninh
đồn đạc,ba_chẽ,quảng_ninh
thanh lâm,ba_chẽ,quảng_ninh
đạp_thanh,ba_chẽ,quảng_ninh
kỳ thượng,hạ_long,quảng_ninh
lương_minh,ba_chẽ,quảng_ninh
đồng_sơn,hạ_long,quảng_ninh
tân_dân,hạ_long,quảng_ninh
dân_chủ,hạ_long,quảng_ninh
quảng la,hạ_long,quảng_ninh
bằng cả,hạ_long,quảng_ninh
hoà_bình,hạ_long,quảng_ninh
vũ oai,hạ_long,quảng_ninh
thống_nhất,hạ_long,quảng_ninh
cái rồng,vân_đồn,quảng_ninh
đài xuyên,vân_đồn,quảng_ninh
bình_dân,vân_đồn,quảng_ninh
vạn yên,vân_đồn,quảng_ninh
minh_châu,vân_đồn,quảng_ninh
đoàn_kết,vân_đồn,quảng_ninh
hạ_long,vân_đồn,quảng_ninh
đông xá,vân_đồn,quảng_ninh
bản sen,vân_đồn,quảng_ninh
thắng_lợi,vân_đồn,quảng_ninh
quan lạn,vân_đồn,quảng_ninh
ngọc vừng,vân_đồn,quảng_ninh
cô_tô,cô_tô,quảng_ninh
đồng tiến,cô_tô,quảng_ninh
thanh lân,cô_tô,quảng_ninh
thọ xương,bắc_giang,bắc_giang
ngô_quyền,bắc_giang,bắc_giang
hoàng_văn thụ,bắc_giang,bắc_giang
trần phú,bắc_giang,bắc_giang
xương_giang,bắc_giang,bắc_giang
dĩnh kế,bắc_giang,bắc_giang
dĩnh trì,bắc_giang,bắc_giang
mỹ độ,bắc_giang,bắc_giang
song mai,bắc_giang,bắc_giang
đa mai,bắc_giang,bắc_giang
tân_mỹ,bắc_giang,bắc_giang
quế nham,tân_yên,bắc_giang
chũ,thị_xã chũ,bắc_giang
thanh_hải,chũ,bắc_giang
hồng_giang,chũ,bắc_giang
trù hựu,chũ,bắc_giang
quý_sơn,thị_xã chũ,bắc_giang
mỹ an,chũ,bắc_giang
phượng_sơn,chũ,bắc_giang
nham biền,bắc_giang,bắc_giang
tân_liễu,bắc_giang,bắc_giang
yên lư,bắc_giang,bắc_giang
tân_an,bắc_giang,bắc_giang
quỳnh_sơn,bắc_giang,bắc_giang
trí yên,bắc_giang,bắc_giang
lãng_sơn,bắc_giang,bắc_giang
đồng_sơn,bắc_giang,bắc_giang
song khê,bắc_giang,bắc_giang
nội hoàng,bắc_giang,bắc_giang
tiền_phong,bắc_giang,bắc_giang
hương gián,bắc_giang,bắc_giang
tân_tiến,bắc_giang,bắc_giang
xuân phú,bắc_giang,bắc_giang
tiến_dũng,bắc_giang,bắc_giang
cảnh thuỵ,bắc_giang,bắc_giang
tư mại,bắc_giang,bắc_giang
thượng lan,thị_xã việt_yên,bắc_giang
việt tiến,thị_xã việt_yên,bắc_giang
hương mai,thị_xã việt_yên,bắc_giang
tự lạn,thị_xã việt_yên,bắc_giang
nghĩa_trung,thị_xã việt_yên,bắc_giang
minh đức,thị_xã việt_yên,bắc_giang
bích động,thị_xã việt_yên,bắc_giang
hồng thái,thị_xã việt_yên,bắc_giang
tăng_tiến,thị_xã việt_yên,bắc_giang
nếnh,thị_xã việt_yên,bắc_giang
vân_trung,thị_xã việt_yên,bắc_giang
quang_châu,thị_xã việt_yên,bắc_giang
trung_sơn,thị_xã việt_yên,bắc_giang
tiên_sơn,thị_xã việt_yên,bắc_giang
quảng_minh,thị_xã việt_yên,bắc_giang
ninh_sơn,thị_xã việt_yên,bắc_giang
vân_hà,thị_xã việt_yên,bắc_giang
vũ ninh,bắc_ninh,bắc_ninh
đáp cầu,bắc_ninh,bắc_ninh
thị cầu,bắc_ninh,bắc_ninh
kim chân,bắc_ninh,bắc_ninh
kinh bắc,bắc_ninh,bắc_ninh
phường tiền ninh vệ,bắc_ninh,bắc_ninh
phường suối hoa,bắc_ninh,bắc_ninh
hoà_long,bắc_ninh,bắc_ninh
vạn an,bắc_ninh,bắc_ninh
khúc xuyên,bắc_ninh,bắc_ninh
đại phúc,bắc_ninh,bắc_ninh
võ_cường,bắc_ninh,bắc_ninh
phong khê,bắc_ninh,bắc_ninh
phố mới,thị_xã quế_võ,bắc_ninh
bằng_an,quế_võ,bắc_ninh
quế tân,quế_võ,bắc_ninh
việt_hùng,quế_võ,bắc_ninh
việt thống,thị_xã quế_võ,bắc_ninh
đại xuân,quế_võ,bắc_ninh
nhân_hoà,quế_võ,bắc_ninh
phương liễu,thị_xã quế_võ,bắc_ninh
phượng mao,quế_võ,bắc_ninh
vân dương,bắc_ninh,bắc_ninh
nam_sơn,bắc_ninh,bắc_ninh
bồng_lai,thị_xã quế_võ,bắc_ninh
cách bi,quế_võ,bắc_ninh
mộ_đạo,quế_võ,bắc_ninh
phù lương,thị_xã quế_võ,bắc_ninh
ngọc xá,quế_võ,bắc_ninh
đào viên,quế_võ,bắc_ninh
khắc niệm,bắc_ninh,bắc_ninh
hạp lĩnh,bắc_ninh,bắc_ninh
đông ngàn,từ_sơn,bắc_ninh
tân_hồng,từ_sơn,bắc_ninh
đình bảng,từ_sơn,bắc_ninh
phù chẩn,từ_sơn,bắc_ninh
tam_sơn,từ_sơn,bắc_ninh
tương_giang,từ_sơn,bắc_ninh
hương mạc,từ_sơn,bắc_ninh
phù khê,từ_sơn,bắc_ninh
châu khê,từ_sơn,bắc_ninh
đồng kỵ,từ_sơn,bắc_ninh
trạng hạ,từ_sơn,bắc_ninh
đồng_nguyên,từ_sơn,bắc_ninh
hồ,thị_xã thuận_thành,bắc_ninh
đại_đồng_thành,thuận_thành,bắc_ninh
song_hồ,thuận_thành,bắc_ninh
gia đông,thuận_thành,bắc_ninh
hoài_thượng,thị_xã thuận_thành,bắc_ninh
mão điền,thuận_thành,bắc_ninh
an bình,thuận_thành,bắc_ninh
đình tổ,thị_xã thuận_thành,bắc_ninh
trí quả,thuận_thành,bắc_ninh
thanh khương,thuận_thành,bắc_ninh
trạm lộ,thị_xã thuận_thành,bắc_ninh
nghĩa đạo,thuận_thành,bắc_ninh
xuân lâm,thị_xã thuận_thành,bắc_ninh
hà mãn,thuận_thành,bắc_ninh
ngũ thái,thuận_thành,bắc_ninh
song liễu,thuận_thành,bắc_ninh
nguyệt đức,thị_xã thuận_thành,bắc_ninh
ninh xá,thuận_thành,bắc_ninh
đồng tiến,yên_thế,bắc_giang
canh nậu,yên_thế,bắc_giang
xuân lương,yên_thế,bắc_giang
tam tiến,yên_thế,bắc_giang
tiến thắng,yên_thế,bắc_giang
an thượng,yên_thế,bắc_giang
đồng vương,yên_thế,bắc_giang
đồng hưu,yên_thế,bắc_giang
đồng kỳ,yên_thế,bắc_giang
đồng_tâm,yên_thế,bắc_giang
tân_hiệp,yên_thế,bắc_giang
đồng lạc,yên_thế,bắc_giang
phồn xương,yên_thế,bắc_giang
tân_sỏi,yên_thế,bắc_giang
đông_sơn,yên_thế,bắc_giang
hương vĩ,yên_thế,bắc_giang
bố hạ,yên_thế,bắc_giang
nhã nam,tân_yên,bắc_giang
tân_trung,tân_yên,bắc_giang
an_dương,tân_yên,bắc_giang
liên_sơn,tân_yên,bắc_giang
phúc_hoà,tân_yên,bắc_giang
hợp đức,tân_yên,bắc_giang
liên chung,tân_yên,bắc_giang
quang_trung,tân_yên,bắc_giang
lam_sơn,tân_yên,bắc_giang
cao xá,tân_yên,bắc_giang
cao_thượng,tân_yên,bắc_giang
việt lập,tân_yên,bắc_giang
ngọc lý,tân_yên,bắc_giang
việt_ngọc,tân_yên,bắc_giang
song vân,tân_yên,bắc_giang
ngọc_châu,tân_yên,bắc_giang
ngọc vân,tân_yên,bắc_giang
ngọc thiện,tân_yên,bắc_giang
vôi,lạng_giang,bắc_giang
hương lạc,lạng_giang,bắc_giang
tân_hưng,lạng_giang,bắc_giang
xương lâm,lạng_giang,bắc_giang
nghĩa_hoà,lạng_giang,bắc_giang
nghĩa_hưng,lạng_giang,bắc_giang
đào mỹ,lạng_giang,bắc_giang
tiên lục,lạng_giang,bắc_giang
an_hà,lạng_giang,bắc_giang
quang thịnh,lạng_giang,bắc_giang
hương_sơn,lạng_giang,bắc_giang
kép,lạng_giang,bắc_giang
dương đức,lạng_giang,bắc_giang
tân_thanh,lạng_giang,bắc_giang
mỹ thái,lạng_giang,bắc_giang
xuân_hương,lạng_giang,bắc_giang
tân_dĩnh,lạng_giang,bắc_giang
đại lâm,lạng_giang,bắc_giang
thái đào,lạng_giang,bắc_giang
đồi ngô,lục_nam,bắc_giang
tiên nha,lục_nam,bắc_giang
phương_sơn,lục_nam,bắc_giang
chu điện,lục_nam,bắc_giang
cương_sơn,lục_nam,bắc_giang
đông_hưng,lục_nam,bắc_giang
đông phú,lục_nam,bắc_giang
tam dị,lục_nam,bắc_giang
bảo_sơn,lục_nam,bắc_giang
bảo đài,lục_nam,bắc_giang
thanh lâm,lục_nam,bắc_giang
trường_giang,lục_nam,bắc_giang
nghĩa_phương,lục_nam,bắc_giang
huyền_sơn,lục_nam,bắc_giang
vô tranh,lục_nam,bắc_giang
trường_sơn,lục_nam,bắc_giang
bình_sơn,lục_nam,bắc_giang
lục_sơn,lục_nam,bắc_giang
lan mẫu,lục_nam,bắc_giang
yên_sơn,lục_nam,bắc_giang
khám lạng,lục_nam,bắc_giang
bắc lũng,lục_nam,bắc_giang
cẩm lý,lục_nam,bắc_giang
đan hội,lục_nam,bắc_giang
cấm_sơn,lục_ngạn,bắc_giang
tân_sơn,lục_ngạn,bắc_giang
phong_minh,lục_ngạn,bắc_giang
sa lý,lục_ngạn,bắc_giang
phong_vân,lục_ngạn,bắc_giang
biên_sơn,lục_ngạn,bắc_giang
hộ đáp,lục_ngạn,bắc_giang
sơn_hải,lục_ngạn,bắc_giang
kiên lao,thị_xã chũ,bắc_giang
kiên_thành,chũ,bắc_giang
kim_sơn,lục_ngạn,bắc_giang
biển động,lục_ngạn,bắc_giang
phú_nhuận,lục_ngạn,bắc_giang
tân_hoa,lục_ngạn,bắc_giang
giáp_sơn,lục_ngạn,bắc_giang
phì điền,lục_ngạn,bắc_giang
tân_quang,lục_ngạn,bắc_giang
đồng cốc,lục_ngạn,bắc_giang
tân_lập,lục_ngạn,bắc_giang
đèo gia,lục_ngạn,bắc_giang
nam dương,thị_xã chũ,bắc_giang
tân_mộc,lục_ngạn,bắc_giang
an_châu,sơn_động,bắc_giang
vĩnh an,sơn_động,bắc_giang
an bá,sơn_động,bắc_giang
tây yên tử,sơn_động,bắc_giang
thanh luận,sơn_động,bắc_giang
vân_sơn,sơn_động,bắc_giang
hữu_sản,sơn_động,bắc_giang
đại_sơn,sơn_động,bắc_giang
phúc_sơn,sơn_động,bắc_giang
giáo liêm,sơn_động,bắc_giang
cẩm đàn,sơn_động,bắc_giang
yên_định,sơn_động,bắc_giang
an_lạc,sơn_động,bắc_giang
lệ viễn,sơn_động,bắc_giang
tuấn đạo,sơn_động,bắc_giang
dương hưu,sơn_động,bắc_giang
long_sơn,sơn_động,bắc_giang
đức_giang,bắc_giang,bắc_giang
đồng việt,bắc_giang,bắc_giang
đồng phúc,bắc_giang,bắc_giang
đồng tiến,hiệp_hoà,bắc_giang
hoàng vân,hiệp_hoà,bắc_giang
toàn_thắng,hiệp_hoà,bắc_giang
ngọc_sơn,hiệp_hoà,bắc_giang
thắng,hiệp_hoà,bắc_giang
lương phong,hiệp_hoà,bắc_giang
danh_thắng,hiệp_hoà,bắc_giang
đoan bái,hiệp_hoà,bắc_giang
đông lỗ,hiệp_hoà,bắc_giang
sơn thịnh,hiệp_hoà,bắc_giang
hùng thái,hiệp_hoà,bắc_giang
thường thắng,hiệp_hoà,bắc_giang
hợp thịnh,hiệp_hoà,bắc_giang
mai_trung,hiệp_hoà,bắc_giang
bắc lý,hiệp_hoà,bắc_giang
xuân cẩm,hiệp_hoà,bắc_giang
hương lâm,hiệp_hoà,bắc_giang
châu_minh,hiệp_hoà,bắc_giang
mai đình,hiệp_hoà,bắc_giang
chờ,yên_phong,bắc_ninh
đông tiến,yên_phong,bắc_ninh
trung_nghĩa,yên_phong,bắc_ninh
long_châu,yên_phong,bắc_ninh
tam_giang,yên_phong,bắc_ninh
hoà tiến,yên_phong,bắc_ninh
dũng liệt,yên_phong,bắc_ninh
yên_trung,yên_phong,bắc_ninh
tam đa,yên_phong,bắc_ninh
thuỵ_hoà,yên_phong,bắc_ninh
đông_phong,yên_phong,bắc_ninh
yên phụ,yên_phong,bắc_ninh
_văn môn,yên_phong,bắc_ninh
đông thọ,yên_phong,bắc_ninh
phù lãng,thị_xã quế_võ,bắc_ninh
châu phong,quế_võ,bắc_ninh
đức_long,quế_võ,bắc_ninh
yên giả,thị_xã quế_võ,bắc_ninh
chi_lăng,quế_võ,bắc_ninh
lim,tiên_du,bắc_ninh
phú lâm,tiên_du,bắc_ninh
nội duệ,tiên_du,bắc_ninh
liên bão,tiên_du,bắc_ninh
hiên vân,tiên_du,bắc_ninh
việt đoàn,tiên_du,bắc_ninh
hoàn_sơn,tiên_du,bắc_ninh
